,sEth,dEth,typEth,Source,Destination,proto,type,code,sPort,dPort,priority,action
903,*,9e:8d:de:80:29:28,0x800,playerservices.streamtheworld.com,*,6,*,*,80,*,*,forward
904,*,9e:8d:de:80:29:28,0x800,18393.live.streamtheworld.com,*,6,*,*,80,*,*,forward
905,*,9e:8d:de:80:29:28,0x800,15373.live.streamtheworld.com,*,6,*,*,80,*,*,forward
906,*,9e:8d:de:80:29:28,0x800,sip.aws.invoxia.io,*,6,*,*,5228,*,*,forward
907,*,9e:8d:de:80:29:28,0x800,sip.aws.invoxia.io,*,17,*,*,10002,*,*,forward
908,*,9e:8d:de:80:29:28,0x800,developer.invoxia.com,*,6,*,*,80,*,*,forward
909,*,9e:8d:de:80:29:28,0x800,whatismyip.akamai.com,*,6,*,*,80,*,*,forward
910,*,*,0x800,*,*,17,*,*,67,*,*,forward
911,*,9e:8d:de:80:29:28,0x800,ws.invoxia.io,*,6,*,*,443,*,*,forward
912,*,9e:8d:de:80:29:28,0x800,esdk-ffl.spotify.com,*,6,*,*,80,*,*,forward
913,*,9e:8d:de:80:29:28,0x800,0.invoxia.pool.ntp.org,*,17,*,*,123,*,*,forward
914,*,9e:8d:de:80:29:28,0x800,3.invoxia.pool.ntp.org,*,17,*,*,123,*,*,forward
915,*,9e:8d:de:80:29:28,0x800,crossbar.invoxia.io,*,6,*,*,8090,*,*,forward
916,*,*,*,*,*,58,*,*,*,*,*,forward
917,*,*,*,*,*,17,*,*,*,5353,*,forward
918,*,*,*,*,*,58,*,*,*,*,*,forward
919,*,*,*,*,*,0,*,*,*,*,*,forward
920,*,*,0x0006,*,*,*,*,*,*,*,*,forward
921,*,*,0x888e,*,*,*,*,*,*,*,*,forward
922,9e:8d:de:80:29:28,*,*,*,224.0.0.22/32,2,*,*,*,*,*,forward
923,9e:8d:de:80:29:28,*,0x800,*,xbcs.net,6,*,*,*,8443,*,forward
924,9e:8d:de:80:29:28,*,0x800,*,239.255.255.250/32,17,*,*,*,1900,*,forward
925,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
926,9e:8d:de:80:29:28,*,0x800,*,129.132.2.21/32,17,*,*,*,123,*,forward
927,*,*,0x800,*,*,1,8,0,*,*,*,forward
928,9e:8d:de:80:29:28,*,0x800,*,tunnel.xbcs.net,6,*,*,*,3478,*,forward
929,9e:8d:de:80:29:28,*,0x800,*,devices.xbcs.net,6,*,*,*,8899,*,forward
930,9e:8d:de:80:29:28,*,*,*,239.255.255.250/32,2,*,*,*,*,*,forward
931,*,*,0x800,*,*,17,*,*,*,53,*,forward
932,*,*,0x800,*,*,6,*,*,49152,*,*,forward
933,*,*,0x800,*,*,17,*,*,*,*,*,forward
934,9e:8d:de:80:29:28,*,*,*,224.0.0.2/32,2,*,*,*,*,*,forward
935,9e:8d:de:80:29:28,*,0x800,*,132.163.4.102/32,17,*,*,*,123,*,forward
936,*,*,0x800,*,*,6,*,*,49153,*,*,forward
937,*,9e:8d:de:80:29:28,0x800,129.132.2.21/32,*,17,*,*,123,*,*,forward
938,*,*,0x800,*,*,1,0,0,*,*,*,forward
939,*,*,0x800,*,*,17,*,*,*,*,*,forward
940,*,*,0x800,*,*,17,*,*,53,*,*,forward
941,*,*,0x800,*,*,6,*,*,*,49153,*,forward
942,*,9e:8d:de:80:29:28,0x800,xbcs.net,*,6,*,*,8443,*,*,forward
943,*,*,0x800,*,*,17,*,*,67,*,*,forward
944,*,9e:8d:de:80:29:28,0x800,devices.xbcs.net,*,6,*,*,8899,*,*,forward
945,*,*,0x800,*,*,6,*,*,*,49152,*,forward
946,*,9e:8d:de:80:29:28,0x800,132.163.4.102/32,*,17,*,*,123,*,*,forward
947,*,9e:8d:de:80:29:28,0x800,tunnel.xbcs.net,*,6,*,*,3478,*,*,forward
948,*,*,*,*,*,0,*,*,*,*,*,forward
949,*,*,*,*,*,58,*,*,*,*,*,forward
950,*,*,*,*,*,58,*,*,*,*,*,forward
951,*,*,0x888e,*,*,*,*,*,*,*,*,forward
952,*,*,0x0006,*,*,*,*,*,*,*,*,forward
953,9e:8d:de:80:29:28,*,0x800,*,api.xbcs.net,6,*,*,*,8443,*,forward
954,*,*,0x800,*,*,17,*,*,*,67,*,forward
955,9e:8d:de:80:29:28,*,*,*,224.0.0.22/32,2,*,*,*,*,*,forward
956,9e:8d:de:80:29:28,*,0x800,*,239.255.255.250/32,17,*,*,*,1900,*,forward
957,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
958,*,*,0x800,*,*,6,*,*,*,3478,*,forward
959,9e:8d:de:80:29:28,*,0x800,*,208.67.222.222/32,1,8,0,*,*,*,forward
960,9e:8d:de:80:29:28,*,0x800,*,129.132.2.21/32,17,*,*,*,123,*,forward
961,*,*,0x800,*,*,1,8,0,*,*,*,forward
962,9e:8d:de:80:29:28,*,0x800,*,4.2.2.2/32,1,8,0,*,*,*,forward
963,*,*,0x800,*,*,17,*,*,*,53,*,forward
964,*,*,0x800,*,*,6,*,*,49154,*,*,forward
965,9e:8d:de:80:29:28,*,0x800,*,130.149.17.8/32,17,*,*,*,123,*,forward
966,*,*,0x800,*,*,17,*,*,*,*,*,forward
967,9e:8d:de:80:29:28,*,0x800,*,nat.xbcs.net,6,*,*,*,3475,*,forward
968,9e:8d:de:80:29:28,*,0x800,*,8.8.8.8/32,1,8,0,*,*,*,forward
969,*,*,0x800,*,*,6,*,*,49153,*,*,forward
970,*,*,0x800,*,*,1,0,0,*,*,*,forward
971,*,*,0x800,*,*,17,*,*,53,*,*,forward
972,*,*,0x800,*,*,6,*,*,*,49153,*,forward
973,*,9e:8d:de:80:29:28,0x800,130.149.17.8/32,*,17,*,*,123,*,*,forward
974,*,9e:8d:de:80:29:28,0x800,129.132.2.21/32,*,17,*,*,123,*,*,forward
975,*,9e:8d:de:80:29:28,0x800,4.2.2.2/32,*,1,0,0,*,*,*,forward
976,*,*,0x800,*,*,6,*,*,*,49154,*,forward
977,*,*,0x800,*,*,17,*,*,*,*,*,forward
978,*,*,0x800,*,*,17,*,*,67,*,*,forward
979,*,9e:8d:de:80:29:28,0x800,8.8.8.8/32,*,1,0,0,*,*,*,forward
980,*,9e:8d:de:80:29:28,0x800,208.67.222.222/32,*,1,0,0,*,*,*,forward
981,*,*,0x800,*,*,6,*,*,3478,*,*,forward
982,*,9e:8d:de:80:29:28,0x800,nat.xbcs.net,*,6,*,*,3475,*,*,forward
983,*,9e:8d:de:80:29:28,0x800,api.xbcs.net,*,6,*,*,8443,*,*,forward
984,*,*,0x888e,*,*,*,*,*,*,*,*,forward
985,*,*,0x0006,*,*,*,*,*,*,*,*,forward
986,9e:8d:de:80:29:28,*,0x800,*,fr-eqx-fwd-06.withings.com,6,*,*,*,1935,*,forward
987,9e:8d:de:80:29:28,*,0x800,*,fr-on-fwd-03.withings.net,6,*,*,*,1935,*,forward
988,*,*,0x800,*,*,17,*,*,*,53,*,forward
989,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
990,9e:8d:de:80:29:28,*,0x800,*,fr-on-vm-02-lxc-03.withings.net,6,*,*,*,1935,*,forward
991,9e:8d:de:80:29:28,*,0x800,*,fr-on-vm-02-lxc-05.withings.net,6,*,*,*,1935,*,forward
992,9e:8d:de:80:29:28,*,0x800,*,us-iweb-fwd-01-lxc-04.withings.net,6,*,*,*,1935,*,forward
993,9e:8d:de:80:29:28,*,0x800,*,224.0.0.251/32,17,*,*,*,5353,*,forward
994,9e:8d:de:80:29:28,*,0x800,*,fr-ovh-fwd-03.withings.net,6,*,*,*,1935,*,forward
995,9e:8d:de:80:29:28,*,0x800,*,babyws.withings.net,6,*,*,*,80,*,forward
996,*,9e:8d:de:80:29:28,0x800,babyws.withings.net,*,6,*,*,80,*,*,forward
997,*,9e:8d:de:80:29:28,0x800,fr-on-vm-02-lxc-03.withings.net,*,6,*,*,1935,*,*,forward
998,*,*,0x800,*,*,17,*,*,53,*,*,forward
999,*,*,0x800,*,*,17,*,*,67,*,*,forward
1000,*,9e:8d:de:80:29:28,0x800,fr-ovh-fwd-03.withings.net,*,6,*,*,1935,*,*,forward
1001,*,9e:8d:de:80:29:28,0x800,fr-on-fwd-03.withings.net,*,6,*,*,1935,*,*,forward
1002,*,9e:8d:de:80:29:28,0x800,fr-on-vm-02-lxc-05.withings.net,*,6,*,*,1935,*,*,forward
1003,*,9e:8d:de:80:29:28,0x800,fr-eqx-fwd-06.withings.com,*,6,*,*,1935,*,*,forward
1004,*,9e:8d:de:80:29:28,0x800,us-iweb-fwd-01-lxc-04.withings.net,*,6,*,*,1935,*,*,forward
1005,*,ff:ff:ff:ff:ff:ff,0x800,*,*,17,*,*,*,67,*,forward
1006,9e:8d:de:80:29:28,*,0x800,*,wbs04-ws.withings.net,6,*,*,*,443,*,forward
1007,*,*,0x800,*,*,17,*,*,*,53,*,forward
1008,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
1009,*,9e:8d:de:80:29:28,0x800,wbs04-ws.withings.net,*,6,*,*,443,*,*,forward
1010,*,*,0x800,*,*,17,*,*,53,*,*,forward
1011,*,*,0x800,*,*,17,*,*,67,*,*,forward
1012,*,*,0x888e,*,*,*,*,*,*,*,*,forward
1013,*,*,0x0006,*,*,*,*,*,*,*,*,forward
1014,9e:8d:de:80:29:28,*,0x800,*,scalews.withings.net,6,*,*,*,443,*,forward
1015,*,*,0x800,*,*,17,*,*,*,53,*,forward
1016,9e:8d:de:80:29:28,*,*,*,224.0.0.22/32,2,*,*,*,*,*,forward
1017,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
1018,9e:8d:de:80:29:28,*,0x800,*,scalews.withings.net,6,*,*,*,80,*,forward
1019,9e:8d:de:80:29:28,*,0x800,*,224.0.0.251/32,17,*,*,*,5353,*,forward
1020,*,*,0x800,*,*,17,*,*,53,*,*,forward
1021,*,9e:8d:de:80:29:28,0x800,scalews.withings.net,*,6,*,*,443,*,*,forward
1022,*,*,0x800,*,*,17,*,*,67,*,*,forward
1023,*,9e:8d:de:80:29:28,0x800,scalews.withings.net,*,6,*,*,80,*,*,forward
1024,*,*,0x888e,*,*,*,*,*,*,*,*,forward
