,sEth,dEth,typEth,Source,Destination,proto,sPort,dPort,priority,action
819,9e:8d:de:80:29:28,*,0x0800,*,ipc.tplinkcloud.com,6,*,80,*,forward
820,9e:8d:de:80:29:28,*,0x0800,*,ipcserv.tplinkcloud.com,6,*,80,*,forward
822,9e:8d:de:80:29:28,*,0x0800,*,devs.tplinkcloud.com,6,*,443,*,forward
824,9e:8d:de:80:29:28,*,0x0800,*,sg-stun.tplinkcloud.com,17,*,3478,*,forward
825,*,*,0x0800,*,*,17,1068,*,*,forward
827,*,*,0x0800,*,*,6,8080,*,*,forward
828,9e:8d:de:80:29:28,*,0x0800,*,aps1-relay.tplinkcloud.com,6,*,80,*,forward
830,9e:8d:de:80:29:28,*,0x0800,*,ipcserv.tplinkcloud.com,6,*,443,*,forward
832,*,9e:8d:de:80:29:28,0x0800,0.pool.ntp.org,*,17,123,*,*,forward
834,*,9e:8d:de:80:29:28,0x0800,ipc.tplinkcloud.com,*,6,80,*,*,forward
835,*,9e:8d:de:80:29:28,0x0800,ipcserv.tplinkcloud.com,*,6,443,*,*,forward
836,*,9e:8d:de:80:29:28,0x0800,ipcserv.tplinkcloud.com,*,6,80,*,*,forward
837,*,9e:8d:de:80:29:28,0x0800,sg-stun.tplinkcloud.com,*,17,3478,*,*,forward
838,*,9e:8d:de:80:29:28,0x0800,devs.tplinkcloud.com,*,6,443,*,*,forward
839,*,*,0x0800,*,*,6,*,8080,*,forward
841,*,9e:8d:de:80:29:28,0x0800,aps1-relay.tplinkcloud.com,*,6,80,*,*,forward
844,*,9e:8d:de:80:29:28,0x0800,ipc.tplinkcloud.com,*,6,443,*,*,forward
847,9e:8d:de:80:29:28,*,0x0800,*,ru.pool.ntp.org,17,*,123,*,forward
849,9e:8d:de:80:29:28,*,0x0800,*,devs.tplinkcloud.com,6,*,50443,*,forward
850,9e:8d:de:80:29:28,*,0x0800,*,de.pool.ntp.org,17,*,123,*,forward
851,9e:8d:de:80:29:28,*,0x0800,*,s1b.time.edu.cn,17,*,123,*,forward
853,9e:8d:de:80:29:28,*,0x0800,*,time-b.nist.gov,17,*,123,*,forward
854,9e:8d:de:80:29:28,*,0x0800,*,0.cn.pool.ntp.org,17,*,123,*,forward
855,*,*,0x0800,*,*,17,9999,*,*,forward
856,9e:8d:de:80:29:28,*,0x0800,*,1.asia.pool.ntp.org,17,*,123,*,forward
857,9e:8d:de:80:29:28,*,0x0800,*,ca.pool.ntp.org,17,*,123,*,forward
859,9e:8d:de:80:29:28,*,0x0800,*,us.pool.ntp.org,17,*,123,*,forward
860,9e:8d:de:80:29:28,*,0x0800,*,uk.pool.ntp.org,17,*,123,*,forward
861,9e:8d:de:80:29:28,*,0x0800,*,fr.pool.ntp.org,17,*,123,*,forward
862,*,*,0x0800,*,*,6,9999,*,*,forward
863,*,9e:8d:de:80:29:28,0x0800,s1b.time.edu.cn,*,17,123,*,*,forward
864,*,9e:8d:de:80:29:28,0x0800,fr.pool.ntp.org,*,17,123,*,*,forward
866,*,9e:8d:de:80:29:28,0x0800,de.pool.ntp.org,*,17,123,*,*,forward
867,*,9e:8d:de:80:29:28,0x0800,us.pool.ntp.org,*,17,123,*,*,forward
868,*,9e:8d:de:80:29:28,0x0800,ca.pool.ntp.org,*,17,123,*,*,forward
869,*,9e:8d:de:80:29:28,0x0800,0.cn.pool.ntp.org,*,17,123,*,*,forward
870,*,9e:8d:de:80:29:28,0x0800,uk.pool.ntp.org,*,17,123,*,*,forward
871,*,9e:8d:de:80:29:28,0x0800,time-b.nist.gov,*,17,123,*,*,forward
872,*,*,0x0800,*,*,6,*,9999,*,forward
873,*,9e:8d:de:80:29:28,0x0800,ru.pool.ntp.org,*,17,123,*,*,forward
875,*,9e:8d:de:80:29:28,0x0800,1.asia.pool.ntp.org,*,17,123,*,*,forward
876,*,9e:8d:de:80:29:28,0x0800,devs.tplinkcloud.com,*,6,50443,*,*,forward
879,9e:8d:de:80:29:28,*,0x0800,*,sip.aws.invoxia.io,17,*,10003,*,forward
880,9e:8d:de:80:29:28,*,0x0800,*,crossbar.invoxia.io,6,*,8090,*,forward
881,9e:8d:de:80:29:28,*,0x0800,*,playerservices.streamtheworld.com,6,*,80,*,forward
882,9e:8d:de:80:29:28,*,0x0800,*,0.invoxia.pool.ntp.org,17,*,123,*,forward
884,9e:8d:de:80:29:28,*,0x0800,*,2.invoxia.pool.ntp.org,17,*,123,*,forward
885,9e:8d:de:80:29:28,*,0x0800,*,sip.aws.invoxia.io,17,*,10002,*,forward
887,9e:8d:de:80:29:28,*,0x0800,*,18393.live.streamtheworld.com,6,*,80,*,forward
888,9e:8d:de:80:29:28,*,0x0800,*,1129153316.airable.io,6,*,80,*,forward
889,9e:8d:de:80:29:28,*,0x0800,*,whatismyip.akamai.com,6,*,80,*,forward
891,9e:8d:de:80:29:28,*,0x0800,*,sip.aws.invoxia.io,6,*,5228,*,forward
892,9e:8d:de:80:29:28,*,0x0800,*,streaming.novaentertainment.com.au,6,*,80,*,forward
894,9e:8d:de:80:29:28,*,0x0800,*,ws.invoxia.io,6,*,443,*,forward
895,9e:8d:de:80:29:28,*,0x0800,*,3.invoxia.pool.ntp.org,17,*,123,*,forward
896,9e:8d:de:80:29:28,*,0x0800,*,esdk-ffl.spotify.com,6,*,80,*,forward
897,9e:8d:de:80:29:28,*,0x0800,*,developer.invoxia.com,6,*,80,*,forward
898,9e:8d:de:80:29:28,*,0x0800,*,15373.live.streamtheworld.com,6,*,80,*,forward
900,*,9e:8d:de:80:29:28,0x0800,1129153316.airable.io,*,6,80,*,*,forward
901,*,9e:8d:de:80:29:28,0x0800,2.invoxia.pool.ntp.org,*,17,123,*,*,forward
902,*,9e:8d:de:80:29:28,0x0800,streaming.novaentertainment.com.au,*,6,80,*,*,forward
903,*,9e:8d:de:80:29:28,0x0800,playerservices.streamtheworld.com,*,6,80,*,*,forward
904,*,9e:8d:de:80:29:28,0x0800,18393.live.streamtheworld.com,*,6,80,*,*,forward
905,*,9e:8d:de:80:29:28,0x0800,15373.live.streamtheworld.com,*,6,80,*,*,forward
906,*,9e:8d:de:80:29:28,0x0800,sip.aws.invoxia.io,*,6,5228,*,*,forward
907,*,9e:8d:de:80:29:28,0x0800,sip.aws.invoxia.io,*,17,10002,*,*,forward
908,*,9e:8d:de:80:29:28,0x0800,developer.invoxia.com,*,6,80,*,*,forward
909,*,9e:8d:de:80:29:28,0x0800,whatismyip.akamai.com,*,6,80,*,*,forward
911,*,9e:8d:de:80:29:28,0x0800,ws.invoxia.io,*,6,443,*,*,forward
912,*,9e:8d:de:80:29:28,0x0800,esdk-ffl.spotify.com,*,6,80,*,*,forward
913,*,9e:8d:de:80:29:28,0x0800,0.invoxia.pool.ntp.org,*,17,123,*,*,forward
914,*,9e:8d:de:80:29:28,0x0800,3.invoxia.pool.ntp.org,*,17,123,*,*,forward
915,*,9e:8d:de:80:29:28,0x0800,crossbar.invoxia.io,*,6,8090,*,*,forward
923,9e:8d:de:80:29:28,*,0x0800,*,xbcs.net,6,*,8443,*,forward
926,9e:8d:de:80:29:28,*,0x0800,*,129.132.2.21/32,17,*,123,*,forward
928,9e:8d:de:80:29:28,*,0x0800,*,tunnel.xbcs.net,6,*,3478,*,forward
935,9e:8d:de:80:29:28,*,0x0800,*,132.163.4.102/32,17,*,123,*,forward
937,*,9e:8d:de:80:29:28,0x0800,129.132.2.21/32,*,17,123,*,*,forward
942,*,9e:8d:de:80:29:28,0x0800,xbcs.net,*,6,8443,*,*,forward
946,*,9e:8d:de:80:29:28,0x0800,132.163.4.102/32,*,17,123,*,*,forward
947,*,9e:8d:de:80:29:28,0x0800,tunnel.xbcs.net,*,6,3478,*,*,forward
959,9e:8d:de:80:29:28,*,0x0800,*,208.67.222.222/32,1,*,*,*,forward
962,9e:8d:de:80:29:28,*,0x0800,*,4.2.2.2/32,1,*,*,*,forward
965,9e:8d:de:80:29:28,*,0x0800,*,130.149.17.8/32,17,*,123,*,forward
973,*,9e:8d:de:80:29:28,0x0800,130.149.17.8/32,*,17,123,*,*,forward
975,*,9e:8d:de:80:29:28,0x0800,4.2.2.2/32,*,1,*,*,*,forward
980,*,9e:8d:de:80:29:28,0x0800,208.67.222.222/32,*,1,*,*,*,forward
986,9e:8d:de:80:29:28,*,0x0800,*,fr-eqx-fwd-06.withings.com,6,*,1935,*,forward
987,9e:8d:de:80:29:28,*,0x0800,*,fr-on-fwd-03.withings.net,6,*,1935,*,forward
990,9e:8d:de:80:29:28,*,0x0800,*,fr-on-vm-02-lxc-03.withings.net,6,*,1935,*,forward
991,9e:8d:de:80:29:28,*,0x0800,*,fr-on-vm-02-lxc-05.withings.net,6,*,1935,*,forward
992,9e:8d:de:80:29:28,*,0x0800,*,us-iweb-fwd-01-lxc-04.withings.net,6,*,1935,*,forward
994,9e:8d:de:80:29:28,*,0x0800,*,fr-ovh-fwd-03.withings.net,6,*,1935,*,forward
995,9e:8d:de:80:29:28,*,0x0800,*,babyws.withings.net,6,*,80,*,forward
996,*,9e:8d:de:80:29:28,0x0800,babyws.withings.net,*,6,80,*,*,forward
997,*,9e:8d:de:80:29:28,0x0800,fr-on-vm-02-lxc-03.withings.net,*,6,1935,*,*,forward
1000,*,9e:8d:de:80:29:28,0x0800,fr-ovh-fwd-03.withings.net,*,6,1935,*,*,forward
1001,*,9e:8d:de:80:29:28,0x0800,fr-on-fwd-03.withings.net,*,6,1935,*,*,forward
1002,*,9e:8d:de:80:29:28,0x0800,fr-on-vm-02-lxc-05.withings.net,*,6,1935,*,*,forward
1003,*,9e:8d:de:80:29:28,0x0800,fr-eqx-fwd-06.withings.com,*,6,1935,*,*,forward
1004,*,9e:8d:de:80:29:28,0x0800,us-iweb-fwd-01-lxc-04.withings.net,*,6,1935,*,*,forward
1006,9e:8d:de:80:29:28,*,0x0800,*,wbs04-ws.withings.net,6,*,443,*,forward
1009,*,9e:8d:de:80:29:28,0x0800,wbs04-ws.withings.net,*,6,443,*,*,forward
1014,9e:8d:de:80:29:28,*,0x0800,*,scalews.withings.net,6,*,443,*,forward
1018,9e:8d:de:80:29:28,*,0x0800,*,scalews.withings.net,6,*,80,*,forward
1021,*,9e:8d:de:80:29:28,0x0800,scalews.withings.net,*,6,443,*,*,forward
1023,*,9e:8d:de:80:29:28,0x0800,scalews.withings.net,*,6,80,*,*,forward
1025,*,*,*,*,*,*,*,*,*,deny
